Country,Indicator Name,2015-data
Morocco,"Multidimensional poverty headcount ratio, household (% of total households)",
Morocco,"Multidimensional poverty headcount ratio, female (% of female population)",
Morocco,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Morocco,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
Morocco,Multidimensional poverty headcount ratio (% of total population),
Morocco,Poverty gap at $3.20 a day (2011 PPP) (%),
Morocco,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),
Morocco,Gini index (World Bank estimate),
Morocco,Poverty gap at $1.90 a day (2011 PPP) (%),
Morocco,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),
Morocco,Income share held by lowest 20%,
Morocco,Income share held by lowest 10%,
Morocco,Proportion of people living below 50 percent of median income (%),
Morocco,Income share held by highest 10%,
Morocco,Income share held by highest 20%,
Morocco,Income share held by fourth 20%,
Morocco,Income share held by third 20%,
Morocco,Income share held by second 20%,
Morocco,Population living in slums (% of urban population),
Monaco,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Monaco,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Monaco,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Monaco,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Monaco,Poverty gap at $5.50 a day (2011 PPP) (%),
Monaco,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),
Monaco,Poverty headcount ratio at national poverty lines (% of population),
Monaco,Multidimensional poverty index (scale 0-1),
Monaco,"Multidimensional poverty headcount ratio, male (% of male population)",
Monaco,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Monaco,"Multidimensional poverty headcount ratio, household (% of total households)",
Monaco,"Multidimensional poverty headcount ratio, female (% of female population)",
Monaco,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Monaco,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
Monaco,Multidimensional poverty headcount ratio (% of total population),
Monaco,Poverty gap at $3.20 a day (2011 PPP) (%),
Monaco,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),
Monaco,Gini index (World Bank estimate),
Monaco,Poverty gap at $1.90 a day (2011 PPP) (%),
Monaco,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),
Monaco,Income share held by lowest 20%,
Monaco,Income share held by lowest 10%,
Monaco,Proportion of people living below 50 percent of median income (%),
Monaco,Income share held by highest 10%,
Monaco,Income share held by highest 20%,
Monaco,Income share held by fourth 20%,
Monaco,Income share held by third 20%,
Monaco,Income share held by second 20%,
Monaco,Population living in slums (% of urban population),
Moldova,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Moldova,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Moldova,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Moldova,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Moldova,Poverty gap at $5.50 a day (2011 PPP) (%),2.9
Moldova,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),15.5
Moldova,Poverty headcount ratio at national poverty lines (% of population),25.4
Moldova,Multidimensional poverty index (scale 0-1),
Moldova,"Multidimensional poverty headcount ratio, male (% of male population)",
Moldova,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Moldova,"Multidimensional poverty headcount ratio, household (% of total households)",
Moldova,"Multidimensional poverty headcount ratio, female (% of female population)",
Moldova,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Moldova,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
Moldova,Multidimensional poverty headcount ratio (% of total population),
Moldova,Poverty gap at $3.20 a day (2011 PPP) (%),0.2
Moldova,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),1.3
Moldova,Gini index (World Bank estimate),27
Moldova,Poverty gap at $1.90 a day (2011 PPP) (%),0
Moldova,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0
Moldova,Income share held by lowest 20%,9.7
Moldova,Income share held by lowest 10%,4.1
Moldova,Proportion of people living below 50 percent of median income (%),5.2
Moldova,Income share held by highest 10%,22.5
Moldova,Income share held by highest 20%,36.9
Moldova,Income share held by fourth 20%,22.3
Moldova,Income share held by third 20%,17.5
Moldova,Income share held by second 20%,13.7
Moldova,Population living in slums (% of urban population),
Madagascar,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Madagascar,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Madagascar,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Madagascar,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Madagascar,Poverty gap at $5.50 a day (2011 PPP) (%),
Madagascar,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),
Madagascar,Poverty headcount ratio at national poverty lines (% of population),
Madagascar,Multidimensional poverty index (scale 0-1),
Madagascar,"Multidimensional poverty headcount ratio, male (% of male population)",
Madagascar,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Madagascar,"Multidimensional poverty headcount ratio, household (% of total households)",
Madagascar,"Multidimensional poverty headcount ratio, female (% of female population)",
Madagascar,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Madagascar,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
Madagascar,Multidimensional poverty headcount ratio (% of total population),
Madagascar,Poverty gap at $3.20 a day (2011 PPP) (%),
Madagascar,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),
Madagascar,Gini index (World Bank estimate),
Madagascar,Poverty gap at $1.90 a day (2011 PPP) (%),
Madagascar,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),
Madagascar,Income share held by lowest 20%,
Madagascar,Income share held by lowest 10%,
Madagascar,Proportion of people living below 50 percent of median income (%),
Madagascar,Income share held by highest 10%,
Madagascar,Income share held by highest 20%,
Madagascar,Income share held by fourth 20%,
Madagascar,Income share held by third 20%,
Madagascar,Income share held by second 20%,
Madagascar,Population living in slums (% of urban population),
Maldives,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Maldives,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Maldives,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Maldives,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Maldives,Poverty gap at $5.50 a day (2011 PPP) (%),
Maldives,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),
Maldives,Poverty headcount ratio at national poverty lines (% of population),
Maldives,Multidimensional poverty index (scale 0-1),
Maldives,"Multidimensional poverty headcount ratio, male (% of male population)",
Maldives,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Maldives,"Multidimensional poverty headcount ratio, household (% of total households)",
Maldives,"Multidimensional poverty headcount ratio, female (% of female population)",
Maldives,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Maldives,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
Maldives,Multidimensional poverty headcount ratio (% of total population),
Maldives,Poverty gap at $3.20 a day (2011 PPP) (%),
Maldives,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),
Maldives,Gini index (World Bank estimate),
Maldives,Poverty gap at $1.90 a day (2011 PPP) (%),
Maldives,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),
Maldives,Income share held by lowest 20%,
Maldives,Income share held by lowest 10%,
Maldives,Proportion of people living below 50 percent of median income (%),
Maldives,Income share held by highest 10%,
Maldives,Income share held by highest 20%,
Maldives,Income share held by fourth 20%,
Maldives,Income share held by third 20%,
Maldives,Income share held by second 20%,
Maldives,Population living in slums (% of urban population),
Middle East & North Africa,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Middle East & North Africa,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Middle East & North Africa,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Middle East & North Africa,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Middle East & North Africa,Poverty gap at $5.50 a day (2011 PPP) (%),14.5
Middle East & North Africa,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),42
Middle East & North Africa,Poverty headcount ratio at national poverty lines (% of population),
Middle East & North Africa,Multidimensional poverty index (scale 0-1),
Middle East & North Africa,"Multidimensional poverty headcount ratio, male (% of male population)",
Middle East & North Africa,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Middle East & North Africa,"Multidimensional poverty headcount ratio, household (% of total households)",
Middle East & North Africa,"Multidimensional poverty headcount ratio, female (% of female population)",
Middle East & North Africa,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Middle East & North Africa,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
Middle East & North Africa,Multidimensional poverty headcount ratio (% of total population),
Middle East & North Africa,Poverty gap at $3.20 a day (2011 PPP) (%),4.2
Middle East & North Africa,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),15.3
Middle East & North Africa,Gini index (World Bank estimate),
Middle East & North Africa,Poverty gap at $1.90 a day (2011 PPP) (%),0.9
Middle East & North Africa,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),3.8
Middle East & North Africa,Income share held by lowest 20%,
Middle East & North Africa,Income share held by lowest 10%,
Middle East & North Africa,Proportion of people living below 50 percent of median income (%),
Middle East & North Africa,Income share held by highest 10%,
Middle East & North Africa,Income share held by highest 20%,
Middle East & North Africa,Income share held by fourth 20%,
Middle East & North Africa,Income share held by third 20%,
Middle East & North Africa,Income share held by second 20%,
Middle East & North Africa,Population living in slums (% of urban population),
Mexico,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Mexico,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Mexico,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Mexico,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Mexico,Poverty gap at $5.50 a day (2011 PPP) (%),
Mexico,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),
Mexico,Poverty headcount ratio at national poverty lines (% of population),
Mexico,Multidimensional poverty index (scale 0-1),
Mexico,"Multidimensional poverty headcount ratio, male (% of male population)",
Mexico,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Mexico,"Multidimensional poverty headcount ratio, household (% of total households)",
Mexico,"Multidimensional poverty headcount ratio, female (% of female population)",
Mexico,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Mexico,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
Mexico,Multidimensional poverty headcount ratio (% of total population),
Mexico,Poverty gap at $3.20 a day (2011 PPP) (%),
Mexico,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),
Mexico,Gini index (World Bank estimate),
Mexico,Poverty gap at $1.90 a day (2011 PPP) (%),
Mexico,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),
Mexico,Income share held by lowest 20%,
Mexico,Income share held by lowest 10%,
Mexico,Proportion of people living below 50 percent of median income (%),
Mexico,Income share held by highest 10%,
Mexico,Income share held by highest 20%,
Mexico,Income share held by fourth 20%,
Mexico,Income share held by third 20%,
Mexico,Income share held by second 20%,
Mexico,Population living in slums (% of urban population),
Marshall Islands,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Marshall Islands,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Marshall Islands,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Marshall Islands,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Marshall Islands,Poverty gap at $5.50 a day (2011 PPP) (%),
Marshall Islands,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),
Marshall Islands,Poverty headcount ratio at national poverty lines (% of population),
Marshall Islands,Multidimensional poverty index (scale 0-1),
Marshall Islands,"Multidimensional poverty headcount ratio, male (% of male population)",
Marshall Islands,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Marshall Islands,"Multidimensional poverty headcount ratio, household (% of total households)",
Marshall Islands,"Multidimensional poverty headcount ratio, female (% of female population)",
Marshall Islands,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Marshall Islands,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
Marshall Islands,Multidimensional poverty headcount ratio (% of total population),
Marshall Islands,Poverty gap at $3.20 a day (2011 PPP) (%),
Marshall Islands,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),
Marshall Islands,Gini index (World Bank estimate),
Marshall Islands,Poverty gap at $1.90 a day (2011 PPP) (%),
Marshall Islands,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),
Marshall Islands,Income share held by lowest 20%,
Marshall Islands,Income share held by lowest 10%,
Marshall Islands,Proportion of people living below 50 percent of median income (%),
Marshall Islands,Income share held by highest 10%,
Marshall Islands,Income share held by highest 20%,
Marshall Islands,Income share held by fourth 20%,
Marshall Islands,Income share held by third 20%,
Marshall Islands,Income share held by second 20%,
Marshall Islands,Population living in slums (% of urban population),
Middle income,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Middle income,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Middle income,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Middle income,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Middle income,Poverty gap at $5.50 a day (2011 PPP) (%),
Middle income,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),
Middle income,Poverty headcount ratio at national poverty lines (% of population),
Middle income,Multidimensional poverty index (scale 0-1),
Middle income,"Multidimensional poverty headcount ratio, male (% of male population)",
Middle income,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Middle income,"Multidimensional poverty headcount ratio, household (% of total households)",
Middle income,"Multidimensional poverty headcount ratio, female (% of female population)",
Middle income,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Middle income,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
Middle income,Multidimensional poverty headcount ratio (% of total population),
Middle income,Poverty gap at $3.20 a day (2011 PPP) (%),
Middle income,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),
Middle income,Gini index (World Bank estimate),
Middle income,Poverty gap at $1.90 a day (2011 PPP) (%),
Middle income,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),
Middle income,Income share held by lowest 20%,
Middle income,Income share held by lowest 10%,
Middle income,Proportion of people living below 50 percent of median income (%),
Middle income,Income share held by highest 10%,
Middle income,Income share held by highest 20%,
Middle income,Income share held by fourth 20%,
Middle income,Income share held by third 20%,
Middle income,Income share held by second 20%,
Middle income,Population living in slums (% of urban population),
North Macedonia,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
North Macedonia,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
North Macedonia,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
North Macedonia,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
North Macedonia,Poverty gap at $5.50 a day (2011 PPP) (%),9.4
North Macedonia,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),24.7
North Macedonia,Poverty headcount ratio at national poverty lines (% of population),21.9
North Macedonia,Multidimensional poverty index (scale 0-1),
North Macedonia,"Multidimensional poverty headcount ratio, male (% of male population)",41.3
North Macedonia,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
North Macedonia,"Multidimensional poverty headcount ratio, household (% of total households)",
North Macedonia,"Multidimensional poverty headcount ratio, female (% of female population)",41.8
North Macedonia,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
North Macedonia,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
North Macedonia,Multidimensional poverty headcount ratio (% of total population),41.6
North Macedonia,Poverty gap at $3.20 a day (2011 PPP) (%),4.5
North Macedonia,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),10.1
North Macedonia,Gini index (World Bank estimate),35.6
North Macedonia,Poverty gap at $1.90 a day (2011 PPP) (%),2.2
North Macedonia,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),5.5
North Macedonia,Income share held by lowest 20%,5.6
North Macedonia,Income share held by lowest 10%,1.7
North Macedonia,Proportion of people living below 50 percent of median income (%),17.1
North Macedonia,Income share held by highest 10%,24.8
North Macedonia,Income share held by highest 20%,41.1
North Macedonia,Income share held by fourth 20%,24.2
North Macedonia,Income share held by third 20%,17.4
North Macedonia,Income share held by second 20%,11.7
North Macedonia,Population living in slums (% of urban population),
Mali,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Mali,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Mali,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Mali,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Mali,Poverty gap at $5.50 a day (2011 PPP) (%),
Mali,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),
Mali,Poverty headcount ratio at national poverty lines (% of population),47.2
Mali,Multidimensional poverty index (scale 0-1),
Mali,"Multidimensional poverty headcount ratio, male (% of male population)",
Mali,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Mali,"Multidimensional poverty headcount ratio, household (% of total households)",
Mali,"Multidimensional poverty headcount ratio, female (% of female population)",
Mali,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Mali,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
Mali,Multidimensional poverty headcount ratio (% of total population),
Mali,Poverty gap at $3.20 a day (2011 PPP) (%),
Mali,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),
Mali,Gini index (World Bank estimate),
Mali,Poverty gap at $1.90 a day (2011 PPP) (%),
Mali,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),
Mali,Income share held by lowest 20%,
Mali,Income share held by lowest 10%,
Mali,Proportion of people living below 50 percent of median income (%),
Mali,Income share held by highest 10%,
Mali,Income share held by highest 20%,
Mali,Income share held by fourth 20%,
Mali,Income share held by third 20%,
Mali,Income share held by second 20%,
Mali,Population living in slums (% of urban population),
Malta,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Malta,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Malta,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Malta,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Malta,Poverty gap at $5.50 a day (2011 PPP) (%),0.1
Malta,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),0.3
Malta,Poverty headcount ratio at national poverty lines (% of population),16.5
Malta,Multidimensional poverty index (scale 0-1),
Malta,"Multidimensional poverty headcount ratio, male (% of male population)",22.2
Malta,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Malta,"Multidimensional poverty headcount ratio, household (% of total households)",
Malta,"Multidimensional poverty headcount ratio, female (% of female population)",23.8
Malta,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Malta,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",28.4
Malta,Multidimensional poverty headcount ratio (% of total population),23
Malta,Poverty gap at $3.20 a day (2011 PPP) (%),0.1
Malta,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),0.1
Malta,Gini index (World Bank estimate),29.4
Malta,Poverty gap at $1.90 a day (2011 PPP) (%),0.1
Malta,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0.1
Malta,Income share held by lowest 20%,8.5
Malta,Income share held by lowest 10%,3.4
Malta,Proportion of people living below 50 percent of median income (%),8.9
Malta,Income share held by highest 10%,23.6
Malta,Income share held by highest 20%,38.1
Malta,Income share held by fourth 20%,22.5
Malta,Income share held by third 20%,17.4
Malta,Income share held by second 20%,13.4
Malta,Population living in slums (% of urban population),
Myanmar,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Myanmar,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Myanmar,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Myanmar,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Myanmar,Poverty gap at $5.50 a day (2011 PPP) (%),22.5
Myanmar,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),62
Myanmar,Poverty headcount ratio at national poverty lines (% of population),32.1
Myanmar,Multidimensional poverty index (scale 0-1),
Myanmar,"Multidimensional poverty headcount ratio, male (% of male population)",
Myanmar,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Myanmar,"Multidimensional poverty headcount ratio, household (% of total households)",
Myanmar,"Multidimensional poverty headcount ratio, female (% of female population)",
Myanmar,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Myanmar,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
Myanmar,Multidimensional poverty headcount ratio (% of total population),
Myanmar,Poverty gap at $3.20 a day (2011 PPP) (%),6.1
Myanmar,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),24.6
Myanmar,Gini index (World Bank estimate),38.1
Myanmar,Poverty gap at $1.90 a day (2011 PPP) (%),1.1
Myanmar,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),4.8
Myanmar,Income share held by lowest 20%,7.3
Myanmar,Income share held by lowest 10%,3
Myanmar,Proportion of people living below 50 percent of median income (%),9
Myanmar,Income share held by highest 10%,31.7
Myanmar,Income share held by highest 20%,45.7
Myanmar,Income share held by fourth 20%,20.6
Myanmar,Income share held by third 20%,15
Myanmar,Income share held by second 20%,11.3
Myanmar,Population living in slums (% of urban population),
Middle East & North Africa (excluding high income),"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Middle East & North Africa (excluding high income),"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Middle East & North Africa (excluding high income),"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Middle East & North Africa (excluding high income),"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Middle East & North Africa (excluding high income),Poverty gap at $5.50 a day (2011 PPP) (%),
Middle East & North Africa (excluding high income),Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),
Middle East & North Africa (excluding high income),Poverty headcount ratio at national poverty lines (% of population),
Middle East & North Africa (excluding high income),Multidimensional poverty index (scale 0-1),
Middle East & North Africa (excluding high income),"Multidimensional poverty headcount ratio, male (% of male population)",
Middle East & North Africa (excluding high income),Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Middle East & North Africa (excluding high income),"Multidimensional poverty headcount ratio, household (% of total households)",
Middle East & North Africa (excluding high income),"Multidimensional poverty headcount ratio, female (% of female population)",
Middle East & North Africa (excluding high income),"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Middle East & North Africa (excluding high income),"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
Middle East & North Africa (excluding high income),Multidimensional poverty headcount ratio (% of total population),
Middle East & North Africa (excluding high income),Poverty gap at $3.20 a day (2011 PPP) (%),
Middle East & North Africa (excluding high income),Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),
Middle East & North Africa (excluding high income),Gini index (World Bank estimate),
Middle East & North Africa (excluding high income),Poverty gap at $1.90 a day (2011 PPP) (%),
Middle East & North Africa (excluding high income),Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),
Middle East & North Africa (excluding high income),Income share held by lowest 20%,
Middle East & North Africa (excluding high income),Income share held by lowest 10%,
Middle East & North Africa (excluding high income),Proportion of people living below 50 percent of median income (%),
Middle East & North Africa (excluding high income),Income share held by highest 10%,
Middle East & North Africa (excluding high income),Income share held by highest 20%,
Middle East & North Africa (excluding high income),Income share held by fourth 20%,
Middle East & North Africa (excluding high income),Income share held by third 20%,
Middle East & North Africa (excluding high income),Income share held by second 20%,
Middle East & North Africa (excluding high income),Population living in slums (% of urban population),
Montenegro,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",1.35
Montenegro,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",14.03
Montenegro,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",4.72
Montenegro,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",5.55
Montenegro,Poverty gap at $5.50 a day (2011 PPP) (%),6.8
Montenegro,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),19.3
Montenegro,Poverty headcount ratio at national poverty lines (% of population),24
Montenegro,Multidimensional poverty index (scale 0-1),
Montenegro,"Multidimensional poverty headcount ratio, male (% of male population)",
Montenegro,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Montenegro,"Multidimensional poverty headcount ratio, household (% of total households)",
Montenegro,"Multidimensional poverty headcount ratio, female (% of female population)",
Montenegro,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Montenegro,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
Montenegro,Multidimensional poverty headcount ratio (% of total population),
Montenegro,Poverty gap at $3.20 a day (2011 PPP) (%),2.1
Montenegro,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),8
Montenegro,Gini index (World Bank estimate),39
Montenegro,Poverty gap at $1.90 a day (2011 PPP) (%),0.3
Montenegro,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),1.4
Montenegro,Income share held by lowest 20%,5.2
Montenegro,Income share held by lowest 10%,1.8
Montenegro,Proportion of people living below 50 percent of median income (%),20.5
Montenegro,Income share held by highest 10%,27.7
Montenegro,Income share held by highest 20%,44.3
Montenegro,Income share held by fourth 20%,23.5
Montenegro,Income share held by third 20%,16.3
Montenegro,Income share held by second 20%,10.7
Montenegro,Population living in slums (% of urban population),
Mongolia,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Mongolia,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Mongolia,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Mongolia,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Mongolia,Poverty gap at $5.50 a day (2011 PPP) (%),
Mongolia,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),
Mongolia,Poverty headcount ratio at national poverty lines (% of population),
Mongolia,Multidimensional poverty index (scale 0-1),
Mongolia,"Multidimensional poverty headcount ratio, male (% of male population)",
Mongolia,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Mongolia,"Multidimensional poverty headcount ratio, household (% of total households)",
Mongolia,"Multidimensional poverty headcount ratio, female (% of female population)",
Mongolia,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Mongolia,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
Mongolia,Multidimensional poverty headcount ratio (% of total population),
Mongolia,Poverty gap at $3.20 a day (2011 PPP) (%),
Mongolia,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),
Mongolia,Gini index (World Bank estimate),
Mongolia,Poverty gap at $1.90 a day (2011 PPP) (%),
Mongolia,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),
Mongolia,Income share held by lowest 20%,
Mongolia,Income share held by lowest 10%,
Mongolia,Proportion of people living below 50 percent of median income (%),
Mongolia,Income share held by highest 10%,
Mongolia,Income share held by highest 20%,
Mongolia,Income share held by fourth 20%,
Mongolia,Income share held by third 20%,
Mongolia,Income share held by second 20%,
Mongolia,Population living in slums (% of urban population),
Northern Mariana Islands,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Northern Mariana Islands,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Northern Mariana Islands,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Northern Mariana Islands,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
